GeneSymbol	counts
PRC1-AS1	0
VPS33B	227
VPS33B-DT	0
SV2B	6
NA	0
CRAT37	0
SLCO3A1	1178
ST8SIA2	0
LOC104613533	0
C15orf32	0
LINC00930	0
FAM174B	208
ASB9P1	478
CHASERR	1
CHD2	46
MIR3175	0
RGMA	3
LOC105370980	0
LINC02207	0
LINC01580	0
LINC01581	0
MCTP2	1
LOC440311	2095
LETR1	0
LINC00924	0
NR2F2-AS1	0
NR2F2	870
MIR1469	0
SPATA8-AS1	0
SPATA8	0
LINC02254	0
LOC101927310	0
LINC00923	0
ARRDC4	5
LINC01582	0
FAM169BP	0
IRAIN	0
IGF1R	192
MIR4714	0
PGPEP1L	0
LUNAR1	0
SYNM	45
TTC23	22
LRRC28	38
HSP90B2P	667
MEF2A	10
LYSMD4	4
DNM1P46	3
ADAMTS17	21
SPATA41	0
CERS3-AS1	0
CERS3	0
PRKXP1	85
LOC102723335	0
LINS1	0
ASB7	0
GCAWKR	0
ALDH1A3	4
ALDH1A3-AS1	0
LRRK1	10
LOC105371026	0
CHSY1	428
SELENOS	50
SNRPA1	15
PCSK6	0
LOC100507472	0
NA	0
TM2D3	1
TARS3	279
UBE2Q2P13	0
NA	8
NA	5
OR4F6	2
OR4F15	1
OR4F13P	0
OR4F4	4
FAM138E	0
MIR1302-10	0
WASH3P	203
MIR6859-3	0
DDX11L9	0
DDX11L10	0
MIR6859-4	0
WASIR2	0
POLR3K	127
SNRNP25	4
RHBDF1	210
MPG	687
NA	0
NPRL3	10
HBZ	0
HBM	0
HBA2	291
HBA1	311
HBQ1	0
LUC7L	51
FAM234A	856
RGS11	175
ARHGDIG	4
PDIA2	0
AXIN1	208
MRPL28	49
PGAP6	242
LOC100134368	8
NME4	29
DECR2	616
RAB11FIP3	1010
LINC00235	0
CAPN15	22
MIR5587	0
MIR3176	0
PRR35	0
NHLRC4	0
PIGQ	1996
RAB40C	8
WFIKKN1	0
METTL26	498
TRG-CCC2-2	0
MCRIP2	24
WDR90	74
RHOT2	64
RHBDL1	3
STUB1-DT	0
STUB1	140
JMJD8	17
WDR24	2
FBXL16	20
METRN	1
ANTKMT	241
CCDC78	0
HAGHL	1
CIAO3	11
MSLN	5
MIR662	0
RPUSD1	74
CHTF18	118
GNG13	3
PRR25	0
LMF1	858
LMF1-AS1	0
SOX8	0
SSTR5-AS1	2
SSTR5	0
C1QTNF8	0
CACNA1H	11
TPSG1	0
TPSB2	0
TPSAB1	0
TPSD1	67
UBE2I	5
BAIAP3	79
TSR3	17
GNPTG	24
UNKL	204
UQCC4	0
PERCC1	0
CCDC154	1
CLCN7	544
PTX4	0
TELO2	32
IFT140	265
TMEM204	788
CRAMP1	15
JPT2	34
MAPK8IP3	35
MIR3177	0
NME3	645
MRPS34	0
EME2	0
SPSB3	4
NUBP2	2
IGFALS	0
HAGH	9
FAHD1	1
MEIOB	0
LINC00254	0
HS3ST6	1
MSRB1	13
RPL3L	0
NDUFB10	25
RPS2	26
SNORA10	3834
SNORA64	120578
SNHG9	1192
SNORA78	0
RNF151	0
TBL3	20
NOXO1	0
GFER	273
SYNGR3	0
ZNF598	263
NPW	6
NHERF2	2186
NTHL1	3
TSC2	13
PKD1	290
MIR1225	0
MIR6511B1	0
MIR4516	0
MIR3180-5	0
RAB26	1
SNHG19	0
SNORD60	0
TRAF7	183
CASKIN1	22
MLST8	20
BRICD5	0
PGP	101
E4F1	112
DNASE1L2	0
ECI1	412
RNPS1	62
MIR3677	0
MIR940	0
MIR4717	0
ABCA3	727
ABCA17P	1
CCNF	0
MIR6767	0
TEDC2	16
MIR6768	0
TEDC2-AS1	0
NTN3	1
TBC1D24	685
ATP6V0C	42
AMDHD2	2
CEMP1	1
MIR3178	0
PDPK1	39
LOC652276	35
FLJ42627	296
ERVK13-1	3
KCTD5	2849
PRSS27	0
SRRM2-AS1	1
SRRM2	572
ELOB	3341
PRSS33	0
PRSS41	0
PRSS21	3
ZG16B	0
PRSS30P	0
PRSS22	6
FLYWCH2	4
FLYWCH1	686
KREMEN2	1
PAQR4	78
PKMYT1	9
GREP1	0
NA	0
CLDN9	180
CLDN6	0
TNFRSF12A	46
HCFC1R1	70
THOC6	4
BICDL2	13
LOC100128770	4
MMP25	231
MMP25-AS1	0
IL32	39
ZSCAN10	0
ZNF205-AS1	2
ZNF205	4
ZNF213-AS1	0
ZNF213	4
TRR-CCG1-3	0
TRR-CCT3-1	0
TRK-CTT3-1	0
TRP-TGG3-3	0
TRP-CGG1-2	0
TRK-CTT2-5	0
TRK-CTT5-1	0
TRP-AGG2-7	0
TRP-TGG3-4	0
TRP-TGG3-5	0
TRP-AGG2-8	0
OR1F1	6
TRK-CTT4-1	0
TRP-AGG1-1	0
TRR-CCT5-1	0
OR1F2P	0
ZNF200	0
MEFV	0
LINC00921	29
ZNF263	5
TIGD7	0
ZNF75A	199
OR2C1	0
MTRNR2L4	56
ZSCAN32	4
ZNF174	7
ZNF597	56
NAA60	11
MIR6126	0
C16orf90	0
CLUAP1	5
NLRC3	0
SLX4	129
DNASE1	2
TRAP1	10
CREBBP	794
LINC02861	0
ADCY9	289
SRL	1
LINC01569	0
NA	2
TFAP4	2
GLIS2	12
GLIS2-AS1	0
PAM16	0
CORO7-PAM16	0
CORO7	0
VASN	380
DNAJA3	4
NMRAL1	384
HMOX2	1569
CDIP1	639
C16orf96	0
UBALD1	907
MGRN1	706
MIR6769A	0
NUDT16L1	144
ANKS3	6
DNAAF8	3
ZNF500	8
SEPTIN12	2
SMIM22	0
ROGDI	29
GLYR1	11
UBN1	16
PPL	28
SEC14L5	1
NAGPA	29
NAGPA-AS1	16
C16orf89	2520
ALG1	14
EEF2KMT	222
RBFOX1	0
LINC01570	0
MIR8065	0
TMEM114	4
METTL22	29
ABAT	22
TMEM186	16
PMM2	8
CARHSP1	7
LITAFD	0
USP7	13
HAPSTR1	628
LINC01177	0
LINC01195	0
GRIN2A	1
ATF7IP2	2
EMP2	55
TEKT5	0
NUBP1	1
TVP23A	0
CIITA	58
DEXI	1
CLEC16A	79
SOCS1	0
TNP2	1
PRM3	2
PRM2	0
PRM1	0
MIR548H2	0
RMI2	191
LOC400499	0
LOC101927131	0
LITAF	7
SNN	1
TXNDC11	24
ZC3H7A	397
BCAR4	0
RSL1D1	43
GSPT1	49
TNFRSF17	4
SNX29	1264
NA	0
CPPED1	138
MIR4718	0
SHISA9	0
ERCC4	83
LINC02185	0
LINC02186	0
MRTFB	23
TRT-CGT2-1	0
MIR193B	0
MIR365A	0
PARN	23
BFAR	303
PLA2G10	1
NA	0
NPIPA3	2
LOC100652777	1
NA	0
NPIPA2	5
ABCC6P2	0
NOMO1	961
MIR3179-1	0
LOC101927469	0
MIR3670-1	0
MIR3180-1	0
LOC100288162	0
MIR6511A1	0
MIR6770-1	0
NPIPA1	3
PDXDC1	58
MIR1972-1	0
NTAN1	4
RRN3	118
LOC100505915	1
PKD1P6	12
MIR6511B2	0
PKD1P6-NPIPP1	0
MIR3180-4	0
NPIPA5	6
MPV17L	108
BMERB1	11
MARF1	7
MIR6506	0
NDE1	385
MIR484	0
MYH11	102
CEP20	24
ABCC1	69
ABCC6	14
NOMO3	992
MIR3179-2	0
MIR3670-2	0
MIR3180-2	0
PKD1P1	21
MIR6511A2	0
MIR6770-2	0
MIR6511A3	0
NPIPA7	6
XYLT1	225
NPIPA8	8
MIR6511A4	0
NPIPA9	14
MIR6770-3	0
MIR3180-3	0
MIR3670-3	0
MIR3179-3	0
LOC102723728	0
MIR3670-4	0
MIR3179-4	0
NOMO2	1830
ABCC6P1	1
RPS15A	31
ARL6IP1	5
SMG1	266
TMC7	10
COQ7-DT	0
COQ7	3
ITPRIPL2	1126
SYT17	0
CLEC19A	0
TMC5	8
GDE1	108
CCP110	133
VPS35L	261
KNOP1	9
IQCK	1
GPRC5B	102
GPR139	0
GP2	0
UMOD	0
PDILT	0
ACSM5	0
ACSM2A	0
ACSM2B	0
ACSM1	1
THUMPD1	9
ACSM3	55
ERI2	0
REXO5	0
DCUN1D3	132
LYRM1	8
DNAH3	1
LDAF1	718
ZP2	0
ANKS4B	0
CRYM	116
CRYM-AS1	0
SNX29P1	97
NPIPB3	42
LOC100190986	279
SMG1P3	76
MIR3680-1	0
SLC7A5P2	2615
LOC101927814	0
METTL9	166
IGSF6	133
OTOA	0
RRN3P1	23
NPIPB4	49
UQCRC2	655
PDZD9	0
MOSMO	2
VWA3A	3
SDR42E2	0
TRL-TAG3-1	0
EEF2K	11
TRL-AAG2-4	0
POLR3E	281
CDR2	6
MFSD13B	0
RRN3P3	5
SMG1P1	3037
NPIPB5	89
OTOAP1	0
HS3ST2	2
USP31	5
SCNN1G	102
SCNN1B	244
COG7	5
GGA2	102
EARS2	14
UBFD1	2
NDUFAB1	847
PALB2	29
DCTN5	1338
PLK1	0
ERN2	5
CHP2	0
PRKCB	7
MIR1273H	0
CACNG3	0
RBBP6	0
LINC01567	0
TNRC6A	30
SLC5A11	0
ARHGAP17	62
LOC554206	57
LCMT1-AS1	0
LCMT1	3
LCMT1-AS2	0
AQP8	0
ZKSCAN2	22
HS3ST4	0
MIR548W	0
C16orf82	0
KDM8	2
NSMCE1	5
NSMCE1-DT	0
IL4R	35
IL21R	103
IL21R-AS1	1
GTF3C1	788
KATNIP	5
GSG1L	0
XPO6	404
SBK1	4
NPIPB6	0
EIF3CL	41
MIR6862-1	0
CLN3	1135
APOBR	9
IL27	0
NUPR1	18
SGF29	119
SULT1A2	22
NA	1
SULT1A1	55
NPIPB8	3
EIF3C	49
MIR6862-2	0
NPIPB9	0
ATXN2L	126
TUFM	28
MIR4721	0
SH2B1	2330
ATP2A1	18
ATP2A1-AS1	0
RABEP2	474
CD19	0
NFATC2IP	166
MIR4517	0
SPNS1	123
LAT	496
RRN3P2	29
NA	0
SNX29P2	90
NPIPB11	27
BOLA2	18
LOC606724	150
SLX1B	0
SLX1B-SULT1A4	0
SULT1A4	0
LOC388242	11
SMG1P2	9
MIR3680-2	0
SLC7A5P1	684
SPN	46
QPRT	19
C16orf54	4
ZG16	0
KIF22	27
MAZ	38
PRRT2	7
PAGR1	899
MVP	1504
CDIPT	154
CDIPTOSP	6
SEZ6L2	751
ASPHD1	256
KCTD13	24
TMEM219	2829
TAOK2	7
HIRIP3	45
INO80E	100
DOC2A	77
C16orf92	0
TLCD3B	0
ALDOA	39
PPP4C	981
TBX6	43
YPEL3	6720
GDPD3	132
MAPK3	23
CORO1A	108
BOLA2B	17
SLX1A	0
SLX1A-SULT1A3	0
SULT1A3	0
LOC613038	6
NPIPB13	22
SMG1P5	5
CD2BP2	814
TBC1D10B	10
NA	0
MYL11	0
SEPTIN1	4
ZNF48	0
NA	0
ZNF771	0
DCTPP1	9
SEPHS2	289
ITGAL	553
MIR4518	0
ZNF768	7
ZNF747	3
ZNF764	302
ZNF688	12
ZNF785	15
ZNF689	35
PRR14	16
FBRS	309
LOC730183	0
SRCAP	12
SNORA30	478
TMEM265	0
PHKG2	639
CFAP119	0
RNF40	1264
ZNF629	187
BCL7C	518
MIR4519	0
MIR762HG	0
MIR762	0
CTF1	0
FBXL19-AS1	0
FBXL19	8
SETD1A	308
ORAI3	66
HSD3B7	12
STX1B	4
STX4	26
ZNF668	1
ZNF646	152
PRSS53	0
VKORC1	2660
BCKDK	761
KAT8	3
PRSS8	82
PRSS36	2
FUS	2582
PYCARD	300
PYCARD-AS1	0
TRIM72	2
PYDC1	0
ITGAM	7
ITGAX	14
ITGAD	21
COX6A2	0
ZNF843	7
ARMC5	16
TGFB1I1	8
SLC5A2	1
RUSF1	3
AHSP	0
YBX3P1	1229
CLUHP3	35
KRBOX5	10
ZNF267	7
LOC102725101	0
NA	0
HERC2P4	0
TP53TG3D	0
LOC100507221	0
LOC390705	0
NA	0
LOC105371191	0
FAM153DP	0
NA	0
TP53TG3	0
SLC6A10P	0
NA	0
IGHV3OR16-8	0
NA	0
TP53TG3C	0
TP53TG3E	0
LOC105369266	0
TP53TG3B	0
LOC105379473	0
TP53TG3F	0
LOC105379474	0
NA	0
LOC102724207	0
ENPP7P13	0
LINC00273	0
CCNYL1B	0
CCNYL3	0
UBE2MP1	502
LINC01566	0
FRG2DP	0
TP53TG3HP	0
LINC02167	1
ANKRD26P1	0
SHCBP1	7
VPS35	2
ORC6	1
MYLK3	0
C16orf87	0
GPT2	3
DNAJA2	11
NETO2	100
ITFG1-AS1	0
ITFG1	7
PHKB	351
LINC02192	0
LINC02133	0
ABCC12	0
ABCC11	0
LONP2	1213
NA	0
SIAH1	0
N4BP1	7
CBLN1	2
C16orf78	0
LINC02179	0
ZNF423	291
CNEP1R1	3
HEATR3	48
NA	0
TENT4B	1
ADCY7	67
MIR6771	0
BRD7	15
NKD1	414
SNX20	11
LOC101927272	0
NOD2	5
CYLD	13
MIR3181	0
NA	0
LINC02127	0
LOC105371253	0
SALL1	0
LINC01571	0
LINC02911	0
LINC00919	0
LINC02180	0
TOX3	2
CASC16	0
CHD9	858
MPHOSPH10P1	0
LOC102723373	0
RBL2	16
AKTIP	1
RPGRIP1L	76
FTO	15
FTO-IT1	0
LINC02169	0
IRX3	231
CRNDE	2
IRX5	1
IRX6	0
MMP2	168
LPCAT2	17
CAPNS2	18
SLC6A2	0
CES1P2	2
CES1P1	0
CES1	23
CES5A	0
GNAO1-DT	0
GNAO1	91
GNAO1-AS1	47
MIR3935	0
AMFR	11
NUDT21	14
OGFOD1	4
BBS2	25
MT4	0
MT3	2
MT2A	495
MT1L	8
MT1E	18
MT1M	4
MT1JP	6
MT1A	34
MT1DP	0
MT1B	1
MT1F	101
MT1G	2
MT1H	1
MT1IP	1
MT1X	40
NUP93	7
MIR138-2	0
SLC12A3	0
MIR6863	0
HERPUD1	2864
CETP	0
NLRC5	56
CPNE2	4
PSME3IP1	15
RSPRY1	5
ARL2BP	4
PLLP	11
TRL-CAG2-1	0
TRL-CAG2-2	1
CCL22	24
CX3CL1	12
CCL17	18
CIAPIN1	58
COQ9	1
POLR2C	17
DOK4	839
CCDC102A	63
ADGRG5	0
ADGRG1	57
ADGRG3	6
DRC7	10
KATNB1	59
KIFC3	51
MIR6772	0
LOC388282	0
CNGB1	0
SPMIP8	0
ZNF319	59
USB1	294
MMP15	580
CFAP20	21
CSNK2A2	93
CFAP263	7
PRSS54	0
GINS3	1
NDRG4	2
SETD6	291
CNOT1	728
SNORA46	3287
SNORA50A	28750
SLC38A7	8
GOT2	4
APOOP5	0
LINC02141	0
NPAP1L	0
CDH8	0
RNU6-21P	0
NA	0
CDH11	4242
LINC02126	0
LINC00922	3
CDH5	488
LINC00920	0
BEAN1	2
BEAN1-AS1	0
TK2	9
CKLF	1
CKLF-CMTM1	0
CMTM1	0
CMTM2	0
CMTM3	50
CMTM4	15
DYNC1LI2	387
TERB1	2
NAE1	0
CA7	0
PDP2	49
CDH16	4
RRAD	41
CIAO2B	20
CES2	219
CES3	2
CES4A	420
CBFB	467
PHAF1	6
B3GNT9	0
TRADD	3
FBXL8	842
HSF4	11
NOL3	2
MATCAP1	17
EXOC3L1	40
E2F4	4
ELMO3	451
MIR328	0
FBXL9P	0
NA	0
TMEM208	508
FHOD1	23
SLC9A5	2
PLEKHG4	148
KCTD19	0
LRRC36	3
TPPP3	718
ZDHHC1	19
HSD11B2	32
ATP6V0D1	1337
AGRP	0
LOC100505942	0
RIPOR1	1
CTCF	487
CARMIL2	3
ACD	1
PARD6A	99
ENKD1	238
C16orf86	35
GFOD2	7
RANBP10	262
TSNAXIP1	0
CENPT	67
THAP11	152
NUTF2	2
EDC4	36
NRN1L	1
PSKH1	304
CTRL	6
PSMB10	707
LCAT	0
SLC12A4	13
DPEP3	0
DPEP2	140
DPEP2NB	0
DDX28	242
DUS2	72
NFATC3	166
ESRP2	390
MIR6773	0
PLA2G15	3
SLC7A6	46
SLC7A6OS	6
PRMT7	11
SMPD3	2
ZFP90	0
CDH3	1577
CDH1	889
TANGO6	10
HAS3	45
CHTF8	82
UTP4	611
SNTB2	23
VPS4A	23
COG8	712
PDF	0
NIP7	199
TMED6	0
TERF2	710
CYB5B	22
MIR1538	0
NFAT5	49
NQO1	371
NOB1	11
WWP2	23
MIR140	0
CLEC18A	1
PDXDC2P-NPIPB14P	54
MIR1972-2	0
PDPR	95
LOC400541	0
CLEC18C	0
SMG1P7	1
EXOSC6	0
AARS1	6
DDX19B	0
DDX19A-DT	2
DDX19A	715
ST3GAL2	8
RNU6-23P	0
FCSK	220
COG4	6
SF3B3	1349
SNORD111B	0
SNORD111	0
IL34	91
MTSS2	1261
VAC14	881
VAC14-AS1	0
TRG-GCC3-1	0
TRG-GCC2-4	0
TRG-GCC5-1	0
TRG-GCC2-5	0
HYDIN	38
CMTR2	434
CALB2	3
TRM-CAT2-1	0
TLE7	0
ZNF23	369
ZNF19	49
CHST4	0
TAT-AS1	0
TAT	0
MARVELD3	4
PHLPP2	0
SNORA70D	69
AP1G1	19
SNORD71	0
ATXN1L	226
ZNF821	4
IST1	25
PKD1L3	0
DHODH	272
HP	134
HPR	1
TXNL4B	2
DHX38	18
PMFBP1	16
LINC01572	0
ZFHX3	1591
HCCAT5	0
NA	0
LOHAN2	0
TRK-TTT1-1	0
PSMD7-DT	0
PSMD7	8
PDPR2P	120
NPIPB15	5
CLEC18B	2
GLG1	19
RFWD3	78
MLKL	2
FA2H	1
WDR59	24
ZNRF1	15
LDHD	0
ZFP1	412
CTRB2	0
CTRB1	0
LOC100506281	0
BCAR1	1
CFDP1	101
TMEM170A	360
CHST6	58
CHST5	14
TMEM231	71
GABARAPL2	47
ADAT1	337
KARS1	7
TERF2IP	19
DUXB	0
CPHXL	0
CNTNAP4	0
LINC02125	0
MIR4719	0
MON1B	232
SYCE1L	1
ADAMTS18	0
NUDT7	1
VAT1L	0
CLEC3A	0
WWOX	174
MAF	3
MAFTRR	0
LINC01229	0
DYNLRB2-AS1	0
DYNLRB2	0
LINC01227	0
CDYL2	49
ARLNC1	0
CMC2	0
CENPN	46
ATMIN	248
C16orf46	3
GCSH	1
PKD1L2	0
BCO1	0
GAN	125
MIR4720	0
CMIP	939
MIR7854	0
MIR6504	0
LOC100129617	0
PLCG2	57
SDR42E1	5
HSD17B2	0
MPHOSPH6	309
NA	0
CDH13	4
MIR8058	0
LOC101928446	0
LOC101928417	0
MIR3182	0
CDH13-AS2	0
HSBP1	4
MLYCD	157
NA	0
OSGIN1	19
NECAB2	0
SLC38A8	0
MBTPS1	106
NA	0
HSDL1	294
DNAAF1	113
TAF1C	7
ADAD2	0
KCNG4	0
NA	0
WFDC1	8
ATP2C2	111
MEAK7	82
COTL1	9
KLHL36	19
USP10	2
CRISPLD2	37
ZDHHC7	325
KIAA0513	3
CIBAR2	6
LINC02139	0
GSE1	175
LINC00311	0
MIR5093	0
GINS2	1
C16orf74	24
MIR1910	0
EMC8	43
COX4I1	36
IRF8	15
MIR6774	0
LINC01082	0
LINC01081	0
LINC02135	0
LINC00917	0
FENDRR	106
FOXF1	5
MTHFSD	5
FLJ30679	0
FOXC2-AS1	0
FOXC2	214
FOXL1	57
LINC02181	0
LOC101928708	0
LOC101928682	0
C16orf95	8
FBXO31	515
TRM-CAT6-1	0
MAP1LC3B	2
ZCCHC14	4
ZCCHC14-DT	0
JPH3	0
LOC100129215	0
KLHDC4	186
NA	0
LOC102724467	0
SLC7A5	706
MIR6775	0
CA5A	0
BANP	6
NA	0
LOC400553	0
LINC02182	0
ZNF469	1
NA	0
ZFPM1	6
MIR5189	0
ZC3H18	14
IL17C	0
CYBA	66
MVD	12
SNAI3-AS1	5
SNAI3	5
RNF166	48
CTU2	1
PIEZO1	11
MIR4722	0
HSALR1	0
LOC339059	0
CDT1	6
APRT	484
GALNS	34
TRAPPC2L	681
PABPN1L	0
CBFA2T3	66
LOC105371409	0
LOC100129697	0
ACSF3	25
NA	0
LINC00304	0
LINC02138	0
CDH15	0
SLC22A31	20
ZNF778	71
NA	0
ANKRD11	6
LOC105371414	0
LOC100287036	0
LOC101927817	0
SPG7	7
RPL13	27
SNORD68	0
CPNE7	1
DPEP1	62
CHMP1A	49
SPATA33	103
CDK10	1162
SPATA2L	96
NA	0
VPS9D1	0
VPS9D1-AS1	11
ZNF276	6
FANCA	0
SPIRE2	2
NA	0
NA	0
TCF25	25
MC1R	168
TUBB3	113
DEF8	5
CENPBD1P	0
AFG3L1P	1
DBNDD1	7
GAS8	3
GAS8-AS1	29
URAHP	0
PRDM7	0
FAM157C	2
NA	0
SCGB1C2	0
DOC2B	3
LINC02091	0
RPH3AL	48
RPH3AL-AS1	0
NA	0
LOC105371430	0
LIAT1	1
RFLNB	0
VPS53	4
TLCD3A	175
GEMIN4	17
DBIL5P	42
GLOD4	8
MRM3	1
NXN	40
LOC101927727	1
TIMM22	84
ABR	111
MIR3183	0
NA	0
BHLHA9	0
TRARG1	0
YWHAE	113
CRK	20
MYO1C	212
INPP5K	459
PITPNA-AS1	191
PITPNA	18
SLC43A2	101
SCARF1	21
RILP	2
PRPF8	1493
TLCD2	8
MIR22HG	1
MIR22	0
WDR81	49
SERPINF2	4
SERPINF1	4042
SMYD4	48
RPA1	4
RTN4RL1	14
DPH1	152
OVCA2	0
MIR132	0
MIR212	0
HIC1	1
SMG6	622
LOC101927839	0
SRR	21
TSR1	21
SNORD91B	0
SNORD91A	0
SGSM2	702
MNT	7
LOC284009	0
METTL16	224
PAFAH1B1	25
CLUH	113
MIR6776	0
NA	0
LOC105371592	0
CCDC92B	0
MIR1253	0
RAP1GAP2	2
LOC101927911	0
OR1D5	4
OR1D2	2
OR1G1	5
OR1A2	4
OR1A1	0
OR1D4	4
OR3A2	5
OR3A1	5
OR3A4P	0
OR1E1	2
OR3A3	5
OR1E2	14
SPATA22	0
ASPA	0
TRPV3	0
TRPV1	3
SHPK	578
CTNS	236
P2RX5-TAX1BP3	2
TAX1BP3	0
EMC6	4
P2RX5	1
ITGAE	0
HASPIN	91
NCBP3	691
CAMKK1	0
P2RX1	2
ATP2A3	181
ZZEF1	6
CYB5D2	5
ANKFY1	30
UBE2G1	10
SPNS3	1
SPNS2	5
MYBBP1A	49
GGT6	3
SMTNL2	89
ALOX15	0
PELP1	545
PELP1-DT	0
ARRB2	1028
MED11	2
CXCL16	892
ZMYND15	9
TM4SF5	0
VMO1	54
GLTPD2	0
PSMB6	8
PLD2	6
MINK1	31
CHRNE	0
C17orf107	184
GP1BA	42
SLC25A11	207
RNF167	8
PFN1	192
ENO3	73
SPAG7	9
CAMTA2	14
MIR6864	0
MIR6865	0
INCA1	3
KIF1C	14
KIF1C-AS1	0
SLC52A1	2
ZFP3	12
NA	0
ZNF232	2
ZNF232-AS1	0
USP6	2
ZNF594	0
ZNF594-DT	0
SCIMP	360
RABEP1	6
NUP88	0
RPAIN	2
C1QBP	17
DHX33	134
DERL2	1
MIS12	0
LOC728392	1
NLRP1	5
LOC339166	0
WSCD1	2
AIPL1	1
PIMREG	0
PITPNM3	0
KIAA0753	46
TXNDC17	5
MED31	2
C17orf100	57
MIR4520-1	0
MIR4520-2	0
ALOX15P1	0
SLC13A5	0
XAF1	127
FBXO39	8
TEKT1	18
ALOX12P2	127
ALOX12-AS1	1
ALOX12	1
RNASEK	0
RNASEK-C17orf49	0
C17orf49	0
MIR497HG	0
MIR195	0
MIR497	0
BCL6B	363
SLC16A13	3
SLC16A11	14
CLEC10A	10
ASGR2	0
ASGR1	0
DLG4	409
ACADVL	3
MIR324	0
DVL2	12
PHF23	289
GABARAP	38
CTDNEP1	12
ELP5	5
CLDN7	1109
SLC2A4	1
YBX2	1
EIF5A	252
GPS2	2
NEURL4	5
ACAP1	9
KCTD11	957
TMEM95	0
TNK1	0
TMEM256-PLSCR3	0
PLSCR3	0
TMEM256	9
NLGN2	686
SPEM1	0
SPEM2	0
TMEM102	4
FGF11	0
CHRNB1	392
ZBTB4	2146
SLC35G6	39
POLR2A	182
TNFSF12	7
TNFSF12-TNFSF13	0
TNFSF13	0
SENP3-EIF4A1	0
SENP3	0
EIF4A1	0
SNORA48	2399
SNORD10	0
SNORA67	1865
CD68	57
NA	0
MPDU1	6
SOX15	1
FXR2	5
SHBG	1
SAT2	4
ATP1B2	4
TP53	155
WRAP53	1
EFNB3	2
DNAH2	1
RPL29P2	77
KDM6B	305
TMEM88	4
NAA38	36
CYB5D1	60
CHD3	3734
SCARNA21	0
RNF227	0
KCNAB3	5
TRAPPC1	742
CNTROB	158
GUCY2D	2
ALOX15B	15
ALOX12B	2
MIR4314	0
ALOXE3	2
TRK-TTT3-5	0
TRQ-CTG1-5	0
TRL-TAG1-1	0
HES7	0
TRR-TCT2-1	0
TRG-GCC2-6	0
TRS-CGA1-1	0
TRT-AGT5-1	0
PER1	146
MIR6883	0
VAMP2	5049
TMEM107	134
SNORD118	0
TRW-CCA3-3	0
TRS-GCT4-3	0
MIR4521	0
TRT-AGT1-1	1
TRI-AAT5-5	0
BORCS6	74
AURKB	0
LINC00324	0
TRW-CCA1-1	0
TRG-TCC3-1	0
TRD-GTC2-11	0
TRP-CGG1-3	0
CTC1	239
TRT-AGT1-2	0
TRS-AGA2-6	0
TRI-AAT4-1	0
PFAS	110
SLC25A35	21
RANGRF	0
ARHGEF15	96
ODF4	0
LOC100128288	0
KRBA2	0
RPL26	99
RNF222	0
NDEL1	5
MYH10	50
CCDC42	0
SPDYE4	0
MFSD6L	26
PIK3R6	2
PIK3R5	416
NTN1	0
LOC101928266	0
STX8	464
CFAP52	24
USP43	4
DHRS7C	0
GSG1L2	0
GLP2R	0
RCVRN	0
GAS7	46
MYH13	0
MYHAS	0
MYH8	3
MYH4	0
MYH1	0
MYH2	0
MYH3	7
SCO1	1
ADPRM	6
TMEM220	0
MAGOH2P	76
TMEM220-AS1	0
TMEM238L	0
PIRT	0
SHISA6	0
DNAH9	2
ZNF18	5
MAP2K4	1
MIR744	0
LINC00670	0
MYOCD	125
MYOCD-AS1	0
ARHGAP44-AS1	1
ARHGAP44	147
MIR1269B	0
ELAC2	189
HS3ST3A1	10
MIR548H3	0
CDRT15P1	161
COX10-DT	0
COX10	858
CDRT15	90
HS3ST3B1	80
MGC12916	88
CDRT7	0
CDRT8	0
PMP22	61
MIR4731	0
TEKT3	12
TVP23C-CDRT4	0
CDRT4	1
TVP23C	8
FBXW10B	0
TRIM16	0
ZNF286A	2
TBC1D26	0
CDRT15P2	1
MEIS3P1	182
LINC02087	0
NA	0
ADORA2B	2
ZSWIM7	3
TTC19	18
NCOR1	27
PIGL	12
MIR1288	0
CENPV	3
UBB	273
TRPV2	62
SNHG29	3
SNORD49B	0
SNORD49A	0
SNORD65	0
LRRC75A	9
ZNF287	4
ZNF624	2
CCDC144A	26
USP32P1	4
FAM106C	17
KRT16P2	16
TBC1D27P	0
TNFRSF13B	1
MPRIP	32
PLD6	7
FLCN	0
COPS3	167
NT5M	0
MED9	2
RASD1	355
PEMT	1
RAI1	800
RAI1-AS1	0
SMCR5	232
SREBF1	23
MIR6777	0
MIR33B	0
TOM1L2	14
NA	13
DRC3	26
ATPAF2	2
GID4	0
DRG2	3
LOC105371566	0
MYO15A	3
ALKBH5	1003
LLGL1	90
FLII	387
MIEF2	49
TOP3A	158
SMCR8	29
SHMT1	7
MIR6778	0
EVPLL	0
LINC02076	0
KRT17P5	0
KRT16P1	697
LGALS9C	12
USP32P2	13
FAM106A	50
CCDC144BP	44
TBC1D28	0
ZNF286B	1
FOXO3B	752
TRIM16L	13
FBXW10	0
TVP23B	6
LOC101929141	0
PRPSAP2	204
SLC5A10	0
FAM83G	30
GRAP	3
SNORD3B-1	1
SNORD3B-2	0
LOC102724624	1
SNORD3D	0
GRAPL	3
GRAPL-AS1	0
SNORD3A	2
SNORD3C	0
LOC388436	0
EPN2	1127
EPN2-IT1	0
EPN2-AS1	0
