gene,len
TEX264,41630
SPRY4,16028
KCNJ2-AS1,2443
FMNL1,25875
RPS12P10,376
PPP1R35-AS1,4246
FGF1,105892
TPSAB1,3288
PRKN,1380358
MIR1252,64
TPSD1,2949
NOP56P3,384
ANKLE2,36329
KRT8P44,1349
FPASL,7000
PACRG,588368
ANKRD18CP,64665
NAMPT-AS1,1127
GOLGA6L7,6843
SNX18P4,837
CDRT15P12,1040
LINC02476,455801
GLYATL1,138129
RPL17P39,554
NR2E3,25621
PRSS29P,1899
MIA,5842
TPSP2,2818
RNA5SP132,117
GRM2,11545
MGC4859,370306
SNX18P9,834
PACRG-AS3,28208
ZFAND6P1,604
UBE2I,35574
PGAM5,11915
ITPKC,23748
RNA5SP399,116
CRTC3,115422
IQCF6,680
RPS3AP22,768
H3P23,337
DSTNP2,1104
OR6U2P,931
OR6C71P,912
OR6C66P,929
NCBP2,7192
RNA5SP176,109
HNRNPA0,8712
HRAT17,52442
DEFB109F,7111
FAM86FP,12906
SUPT3H,568636
SMIM35,84665
OR7E47P,23506
WDR70,374150
KRT87P,8323
RPL7AP76,600
KRT89P,12839
MAST1,41001
NT5DC4,21859
FGF7P7,1385
CNTNAP3P5,10068
TMEM138,15926
A2MP1,5674
FAM88F,100562
NUDT19P4,584
RBM22P4,1239
NCBP2-AS1,2657
RERG-IT1,2335
RERG-AS1,3360
MIR586,96
NCBP2AS2,869
B3GNTL1P2,287
METTL8P1,610
CD2AP,149474
PIGZ,22704
POC1B,106329
RNU7-104P,78
PDIA3,26885
SOS1,162139
RPSAP69,882
NDUFB2-AS1,1767
TAX1BP1-AS1,51284
LMO1,44407
TSC22D2,58124
RAB28P2,951
LINC01022,5219
FLJ43315,102895
EGFLAM-AS3,1204
RNU6-484P,106
GDNF,27364
PLA2G4C,62974
COL6A6,159867
STK33,202421
SNX18P7,634
NPAP1P6,3856
CYP4F60P,1064
EGFLAM-AS4,8722
RN7SKP116,318
OPN5,50798
NUP155,82987
SRI-AS1,89536
CENPCP1,2577
POC1B-GALNT4,6854
GALNT4,5384
PAXIP1-AS2,23728
RNA5SP365,106
MRPL2P1,918
RNU6-148P,93
ATP2B1,121317
RNU1-105P,160
SLC16A10,143691
HMGB1P46,609
RNU6-960P,119
MFSD4B,186027
RNF212,57314
STEAP1B-AS1,40926
PLA2G4C-AS1,3574
ZNF662,13192
C1orf174,11168
ZSWIM9,26940
SDR16C5,20771
KRBOX1-AS1,2533
REV3L,184687
SNRK,138252
CARD8,75176
CCNE2,16908
LINC02587,37120
MYO7B,102046
RNU4-34P,123
MIR4523,68
RNU6-711P,105
RNU6-1034P,100
SGSH,14207
RN7SL517P,304
SNRK-AS1,5229
RPL18AP9,908
KCNJ8,10645
C4orf50,303182
GASK1A,88811
GOLGA6L2,8205
CARNS1,10639
RNU6-284P,105
CHORDC1P3,1396
SMIM31,49731
BICD1,276798
SLC12A9-AS1,22232
HSP90AB2P,2175
BNIP3P41,570
HOTTIP,8684
AIDAP2,918
ZEB2P1,1140
CIBAR1P2,2454
KDM7A-DT,2456
FGF7P4,1381
HSP90AA6P,734
OR7E109P,854
HRH1,126464
OR7E108P,990
NLK,154644
CHCHD4P4,326
SLED1,750
RTEL1P1,3684
PCF11-AS1,1515
ANKRD42,66982
CNTN1,379976
ATG7,285356
MRPL42P1,422
RPSAP9,887
GUSBP5,784597
OR4F21,938
SYT14P1,720
NKX2-6,5016
RPL7AP47,791
FTLP10,30178
TDRP,55978
RPSAP36,868
RPL35AP20,330
IL9RP1,6769
CDK2AP2P2,366
FGF7P8,1386
ABCA11P,48694
GOLGA6L26,9661
LINC01410,89549
LRP12,100027
TYRO3P,2704
PCNAP1,708
ISL2,5702
LINC02838,3255
CARD11-AS1,3064
PSMC5,4874
CETN4P,1645
ELN-AS1,3403
TMED11P,38463
OTUD7A,395391
RBM12B-AS1,652
VAMP9P,54960
MAFA,11550
MICALL2-DT,4945
SMARCA5,43784
EVX2,6490
NAXE,17751
FAM88B,57584
MORN2,53096
THSD4,686431
CKS1BP4,235
H2AZ2-DT,35061
RPL32P24,399
PCF11,30463
ADGRF3,38644
FCF1P5,481
REV3L-IT1,966
BRD7P4,1521
RRAGD,47657
KCTD9P5,1169
RNU6-1190P,103
MNX1-AS1,9871
NACAP7,949
RNA5SP179,120
RPS26P28,347
HSPD1P1,1725
ANKRD6,200682
CNTNAP3P1,10053
RPL19P11,588
CDH6,135460
ALB,24368
BMS1P14,60882
MIR6085,109
CRPPA-AS1,60130
MGC15885,8119
TSPAN11,70174
MIR190A,84
TLN2,454105
UGT1A10,136852
CSTBP1,267
DUX4L51,1108
BTBD18,9161
VGLL4,215281
TFPI2-DT,3169
RAI14,176284
MISFA,21474
DDX11,30939
BCAN,18142
COQ10B,21817
MKLN1-AS,18843
SRP68P3,905
FAM106B,506
LGALS9B,18144
CCDC141,220380
TNPO1P3,2661
TBC1D3P3,7482
LBHD1,9450
ASIC4,24602
PRKAR2B-AS1,68020
DMTF1-AS1,1421
CWF19L2,131465
SULT6B1,28778
NES,8644
CRABP2,6210
DNMT3A,114735
BAIAP3,15801
RN7SL11P,292
MAP3K4-AS1,2024
C6orf62,15964
METTL25B,8518
INTS14,32536
ARMH2,1582
SYNCRIP,36284
ZNF114,17527
MRPL24,4287
EIF3KP2,625
RN7SL216P,297
RNA5SP125,119
CFL1P7,485
RNA5SP126,108
H3P10,338
PAX6,33182
RARB,910045
LIG1,55158
RTF1,75155
PRCC,50205
SORCS2,550289
MESP1,1374
SEMA4B,69075
CFAP99,44047
MIR4421,68
MIR6500,85
CFL1P2,683
RNF11,37174
GAB1,137689
RNU6-877P,106
RNU6-1281P,104
TUBB8P11,1057
RNF223,3339
IGKV1OR9-2,276
C1orf159,34543
NUDT2,14207
MLPH,69894
TMEM131L,170365
CNTFR-AS1,15063
CCDC9B,9487
EEF1A1P17,1274
ATP6V0A1,63738
LCTL,18819
KLRB1,13365
PRPH,3539
FAM27C,242882
RN7SL26P,306
BAK1,7746
MFGE8,14785
ITPR3,76209
LINC01342,7039
SPATS2,160841
EVX1-AS,5810
WDR45P1,1081
TLR2,22210
TRMT10C,4578
ATP13A3,95692
RNF175,49864
TTC39A,57858
RNF32-DT,251732
PHF5AP3,329
CDHR4,9141
SFRP2,8492
ST3GAL1P1,1013
GNRHR,17270
ASB15-AS1,54927
RNU6-1140P,105
PRLH,601
TMPRSS11CP,7374
TMPRSS11D,63126
MOB3A,25637
RAB17,27292
TMEM67,64390
STX2,49654
RN7SL536P,289
CIB1,4072
LINC01447,21643
INKA1,1769
TRG-AS1,47826
UBA7,8744
PRLR,181731
RPL31P60,366
TMPRSS11A,54745
FAAP24,6020
TEX9,202026
UQCC2,17434
MIR3934,106
IP6K3,25243
MAPRE3,56582
EVA1CP2,9087
FAM86EP,15309
OR7C1,46116
GPRIN3,71554
EHD4,76624
MTND2P31,615
LEMD2,17928
C9orf78P2,862
LINC01085,325
PCSK4,9324
MIR5193,108
TRAIP,27973
FBXO8,47009
SIRT4,10933
PLA2G4D,27553
RNU6-1088P,103
PLA2G1B,5664
SND1-DT,7383
EGFR-AS1,33219
ARHGEF35-AS1,106076
MSI1,27834
PLA2G4E,69796
TMEM214,8784
SRSF9,34274
LACTB,20228
BICRAL,86506
NRAV,7875
CEP44,49650
CDC5L,62719
FZD10,3281
PRIM1,21936
RPS27L,32149
MIR4642,81
MEX3B,4341
NPM1P36,834
PDK4-AS1,74813
LINC01583,9125
COL21A1,337504
CAMKV,11947
RNU1-77P,161
SAXO2,22120
NUDT9,36882
AGBL5,28258
SDK1-AS1,99654
AEBP2,316756
GLCCI1-DT,20074
POU5F1P2,822
KLF10,6941
EFL1,132567
AGBL5-AS1,581
AGBL5-IT1,777
ADI1P2,589
SPARCL1,57726
RNU1-146P,164
OST4,1182
OXCT1,140360
RN7SL653P,292
LINC00928,19140
PLEKHA5,246731
RPL5P24,884
SAMD11,20652
KCNU1,151801
TICRR,55587
EMILIN1,7788
RN7SL217P,285
ACTL11P,3958
MON1A,23013
ZSCAN5C,7188
PINLYP,8163
ABHD1,7023
MFSD14A,45282
KIF7,54297
SELENOV,5536
LINC02851,82916
RBM6,160038
NLRP11,51403
SASS6,49392
SMARCE1P4,240
PREB,3910
VPS13B,864314
DBT,62915
RN7SKP13,243
CCNHP1,677
MIR1305,85
RPL22P13,346
PDGFRA,68965
FANCI,73316
DHFRP6,267
KHDC1,69051
LINC00484,65240
VN1R4,1047
RERG,240892
MRAP2,57109
RIMOC1,17448
ARHGAP35,144080
CEROX1,7544
CEP162,103402
PHLDA1,6329
PRR30,2562
ASB8,33424
NPAS1,25938
FBXO4,16489
TCF23,7970
LINC01400,6745
RPL23AP90,235
BRI3P1,377
SLC5A6,13371
LINC01507,207645
RTCA,26553
SOX8,5535
SSTR5,17587
C1QTNF8,8485
RFX3-DT,169576
APOOP5,565
PPIAP48,489
RPS27AP16,469
PTPRN2-AS1,8552
MIR553,67
RPSAP38,880
RPS2P45,846
MTHFD2P6,1227
BRDT,65083
TMEM160,2715
CCDC152,45621
CASP16P,5793
PAICS,28837
ZC3H4,49589
LINC02932,204059
ABCA15P,23126
ABCA17P,87590
PHB1P18,812
MFSD13B,21829
CCDC184,2282
CENPBD1P,2759
CDIPTOSP,4507
FBXL9P,19909
ZNF641,14234
NIM1K,88779
AFG3L1P,29580
GABRR2,60835
SAE1,97362
TMEM98,17196
TUBB3P1,1331
OR5BK1P,822
OR5BT1P,848
SCML4,122163
OR5BJ1P,882
HTR5A-AS1,5416
OR8S21P,187
OR8T1P,917
ITGA7,31836
FAM131B-AS2,17293
NFIB-AS1,178177
SLC26A5-AS1,73819
DLX6-AS1,58947
ARL9,19750
LINC01388,12994
CAD,26574
IFITM3P1,384
MIR1269A,104
RPS23P3,429
LERFS,41908
NKAIN2,1021775
C5orf60,16888
PPM1K,27149
RNF217,130196
SULT1A1,4848
BASP1,211245
FAM131B-AS1,5240
RNA5SP180,100
DCAF13P2,871
OR1F1,36575
RNU6-1003P,104
RN7SKP133,339
BBC3,11944
UBE2FP2,461
RPS15AP34,386
FTH1P10,549
PSMG3-AS1,19563
PDCD6P1,35064
MIR4277,83
HMGCS1,26042
SPACA3,27501
RN7SL205P,283
MIR3190,79
MIR3191,75
CCDC9,17721
ELL2P2,693
LINC01256,87439
AARS1P1,452
TPD52L1,145358
RN7SL395P,290
RBM5,30102
RPL8,2822
INAFM1,838
NACC1,24285
CCL28,35746
PSMD8,9287
TMEM267,39641
SLC30A3,22133
C5orf34,28439
LINC02902,7638
CCDC83,64920
KHDRBS1,46982
LINC03060,63861
AP3D1,63480
EEF1A1P19,1381
DNAJC5G,6066
PAIP1,31491
SYTL2,116935
TRIM54,25010
TMEM39B,30835
HDDC2,82116
UCN,1045
MPV17,16188
OR10AD1,953
H1-7,1299
RIMBP2,372095
HEY2,13605
NCOA7-AS1,21002
CITED2,2841
RBM5-AS1,1385
MIR5585,58
ATP5PBP6,766
CD86,65777
MPC1,18094
KPNA6,68507
LRRC1,129628
MLIP,336298
AMD1P3,1305
CASR,107961
NNT,104713
CCDC28B,4858
FHIP1A,261327
RHOV,2020
SCN9A,180816
RPL21P99,422
NANOGP1,6327
VPS18,9525
CDK5R1,4260
NCOR2,243197
DLL4,9733
MYO1D,384655
RN7SKP35,150
LINC01160,9068
GATB,90503
HNRNPA1P23,1132
CSTA,16721
CHAC1,3550
DDX20,20770
MIX23,23640
INO80-AS1,11086
LINC02889,153450
CYCSP2,300
CIBAR1P1,1212
RN7SL497P,300
INO80,137400
FAM162A,28173
LINC03008,1947
ANGPTL6,10340
RELB,36731
MIR6850,60
COMMD5,12694
MUC12-AS1,50012
WDR5B,4216
ERHP2,298
ELFN1-AS1,3693
KPNA1,93043
LYPLA1P3,694
RNU6-411P,106
OGFRL1,20248
ZNF250,25671
VEGFC,109384
MIR30C2,71
MIR30A,70
NGRNP2,685
KRT19P1,1185
CIMIP3,8012
CLASRP,31911
LINC-PINT,318912
ATRAID,5137
ARID1B,434759
RN7SKP136,299
NEIL3,53062
MYO1D-DT,29885
MYO15B,39049
AGA,11663
RPL5,9911
TMEM237,23386
RNA5SP172,117
RNU1-45P,140
RNA5SP169,116
ANKS1B,1258479
SCPPPQ1,10248
LINC01618,25470
ZNF16,20530
RCN2,22655
PPBP,2310
PARP9,36653
DIPK1A,128785
MRPS36P2,298
RNU7-192P,60
RPSAP35,817
NT5C3AP1,1011
TMED10P1,654
SUMO2P16,263
SNORD21,94
ARL6IP6,44749
RN7SL278P,295
SNORA66,132
KRT8P23,1206
RNU6-970P,106
MROH1,113911
RN7SL692P,287
RNU6-210P,94
TSPAN3,42580
RN7SKP123,290
TRIM2,187156
MTF2,59844
RNU6-611P,103
ZNF296,4978
GEMIN7,12323
MYO18A,109276
EIF5AP3,461
TBC1D17,11084
PSTPIP1,44116
DTX3L,10865
PARP15,61419
PALB2,38161
EIF4BP8,1825
EMC3,48520
GNAO1,167784
NUP62,22939
RPL29P12,466
NUDCD2,13878
SRPRB,41749
SH2D5,13106
EXT1,317336
HMMR-AS1,10993
RPL5P16,789
CCPG1,68478
MIR3977,69
ST13P12,8265
TMEM167A,25017
WWP1P1,2768
PDLIM1P4,1005
DCBLD2,105754
RNU7-200P,61
MIR1256,118
RPS15AP6,384
PTPRJ-AS1,1449
HSPE1P27,606
NUP160,70468
TNFAIP3,16100
ZEB2,156693
ECE1,128325
TXK,71092
ZNF277-AS1,116794
SCARNA18,133
TMEM161B,79843
IZUMO2,10733
SLC35B3,24126
VPS4A,15603
U2AF2,20570
SH3BP2,48268
RNU6-26P,106
RNU6-1263P,105
ST3GAL6,88965
HOXB1,2485
RAB27A,116147
MIP,19664
HOXB2,4215
HOXB3,56042
SPRYD4,11130
RNA5SP253,49
GLS2,17470
TSC2,41524
TBC1D32,255251
CBLL1-AS1,4602
ATP6V0E2-AS1,12916
MAP3K10,24149
HOXB4,2843
MIR10A,109
HOXB5,2522
HOXB6,9241
HOXB7,26340
HOXB8,3915
HOXB9,5202
TTC9B,2326
MIR196A1,69
ADORA2B,30616
MIR3674,67
CCNP,4489
MIR596,76
ZSWIM7,23157
LINC00174,117562
AKT2,55219
RNA5SP187,118
ECE1-AS1,6584
FAM98B,33583
LDHBP3,821
CCT7P2,1453
CHIC2,69802
SUSD4,143414
RN7SL255P,295
RNU6-334P,101
RAB9BP1,625
GSX2,2975
SEPTIN14P6,2811
PRELID1P1,659
RASGRP1,77472
ZPR1P1,1364
MAGI2-AS3,18372
HMGB1P22,123
RPS18P9,459
NAAA,30358
RPS3AP23,783
ENC1,14018
VDAC1P8,852
TTC19,45231
GAPDHP72,1009
HEXB,82624
RPL7AP37,779
KATNBL1P6,914
SELENOKP3,283
HSPD1P4,1701
FYCO1,77921
RBMS2,74373
DPRXP2,921
OFCC1,343052
HERC3,116105
NCOR1,189120
RNU4-57P,134
CCDC185,2050
RNU1-74P,170
LRRIQ3,172172
LNCPRESS1,5035
EMSLR,6542
CYP51A1-AS1,46162
MICOS10P3,202
RNU6-33P,106
NAP1L5,1916
FAM13A-AS1,21481
RNU6-342P,103
RPS20P15,310
LINC00265,61623
RNU1-96P,161
MAGI1,685393
TNNI3K,309041
PLAC8,77582
ANKRD36C,154912
LMNTD1,239272
SMURF1,116668
UBTF,16593
GFM2,45941
TEX56P,51742
ADGRF2P,20299
GSG1,20151
CMAHP,390652
ACMSD,63418
LINC02435,37340
LINC01091,423678
VNN3P,14151
MYH16,67980
GGNBP1,5327
MIR5590,53
GSTA5,9188
MAP3K19,82983
LRRC53,43235
SESN1,110537
ERICH3,105675
OR2AE1,971
MIR7160,51
PPIAP76,528
SENP1,66295
TPD52,196487
AZGP1,9322
CCNI,29154
CRYZ,27926
AZGP1P1,12283
FAM169A-AS1,1961
RNU6-653P,105
HSPD1P18,243
HNRNPA1P13,962
FKBP14-AS1,38943
ANKRD49P3,714
RNA5SP193,106
RNU6-236P,105
CEP57L1,79308
PSD2,48658
PLEKHA8,103079
UGDH-AS1,66994
SMIM14-DT,27968
PFKM,41265
MRPL36,2981
SNORA40B,127
PCARE,13547
NDUFS6,14641
MIR641,98
FBLN7,49833
RNU6-945P,106
C19orf47,28991
IRX4,9823
LINC02498,93094
TYW3,33526
ROPN1,23657
ZC3H8,43607
MTURN,27779
LNCPRESS2,36592
CTD-2194D22.4,13161
NDUFB4P6,365
BLVRB,17999
SCN7A,207909
RPS27P16,200
FPGT-TNNI3K,346158
CFAP20DC,332719
RNU6-92P,103
ST13P7,1098
EXOC4,814065
RN7SL196P,290
RN7SL346P,293
TTLL13,15952
KCTD21,17377
TAOK1,161540
DIAPH1-AS1,6952
FAT2,87239
RN7SL736P,268
SPPL2A,63682
USP35,26420
LINC01098,300309
MYBL1,52072
ATP5POP1,635
AOX1,91050
SUMO2P6,287
FXR2,23667
HIGD1AP3,277
UBE2D3-AS1,16519
MSX2,6314
GAB2,203055
MIR4634,53
LINC01396,6647
CFAP92,92824
PPP2CA,32095
GALNT7-DT,75522
CCDC162P,171091
ADAP1,57507
BRWD1P1,693
RNA5SP41,100
SAP30-DT,22323
SORBS3,30802
RNA5S4,118
RNA5S5,118
RNU6-311P,101
RNA5S6,118
DCLK3,52132
RNA5S7,118
RNA5S8,118
RNA5S9,118
ATP5MG,31932
RNA5S10,118
RNA5S11,118
RNA5S12,118
RNA5S13,118
RNA5S14,118
RNA5S15,118
ST20,24862
ACOX1,37670
CCR5,5260
RPL21P114,459
RPL21P117,478
RNA5SP396,119
GCNT3,45364
SETMAR,13933
MIR7-3,109
MYB,37865
LINC02353,2244
NARS2,139574
GTF2A2,19479
DPPA4,11402
DNMT1,97944
AP3B1,303122
RNU1-133P,166
BZW1,16744
PPM1K-DT,86830
OBSCN,170832
RAB37,76757
TCTA,4264
PIGHP1,564
RPS3AP6,794
CCDC32,36371
DNAJB8,4531
KCNMB3,30311
NPY2R-AS1,80165
EEF1GP4,1306
SPTSSB,28082
RNU6-516P,103
LINC02067,21815
RPUSD2,5650
RPL23AP42,470
OTOL1,7134
RPUSD3,6753
KNL1,70322
SLIT2-IT1,2750
TMEM184C-DT,77559
LINC02507,26983
CLIP4,102072
SNHG8,6854
COX19,76771
SLC30A8,226441
RPS3AP53,777
CYP2W1,6459
NR2C2,106017
CD300LF,18667
RN7SL376P,263
PKM,32790
C7orf50,141274
QKILA,101773
EMSY,108108
PTMS,5436
BMPR1B-DT,15743
MIR339,93
RAB33B-AS1,48687
GPR146,14715
ZNF596,32566
TARBP2,5510
GPER1,11607
MIR3615,86
NHERF1,20725
ZFAND2A,8856
TMEM229BP1,480
NAT9,5838
NLGN1-AS1,10298
RN7SKP234,223
ANAPC15P2,343
RPL8P4,761
ZFAND2A-DT,5233
GABRR3,50213
OR5BM1P,365
RPL39P17,155
UNCX,4454
NUP210,104087
LINC03072,15176
LINC03007,207793
LINC00616,163703
IGHV4OR15-8,435
DPYS,136731
ROPN1L,118192
TMEM104,63254
IGHV1OR15-4,432
MIR1268A,51
RN7SL545P,289
RN7SL495P,236
CIMAP1C,3647
PPIAP47,494
HNF1A,23969
MIR4313,100
RN7SL319P,220
DNM1P49,1213
NPM1P12,833
UBE2Q2,57771
ZNF398,56626
SYNPO,58127
DCSTAMP,17602
PRR3P1,465
GRIN2C,19481
HDAC11,26700
SLC7A11-AS1,120713
MYOZ3,18486
ZNF282,30697
MIR548A3,96
KLHL38,9359
ANGPT2,63777
RBM22,10285
TMEM94,59293
ZNF212,15955
PCDH10-DT,75758
CXCR1,4121
INS-IGF2,28671
HMGB1P9,954
RN7SL510P,262
FBXO22,38635
ZNF783,35131
ARPC2,37215
MIR483,75
IGF2-AS,8165
INS,1442
DCTN4,52255
TH,7886
LEF1-AS1,138325
NRG4,123826
ZNF384,23095
MMD2,53223
GPBAR1,4365
AAMP,6049
RNF216P1,66687
SMIM3,17977
FBLN2,89297
IRGM,54215
DOCK6,63229
ZNF300,10591
ETFA,123175
USP38-DT,295046
RNVU1-30,163
FAM91A2P,2535
RNU1-68P,145
MCPH1,241916
H3C13,468
RBAKDN,1098
H2AC20,493
LINC02357,40649
H2AC21,496
BOLA1,12908
NOP14-AS1,26862
NAIPP3,5133
PRR15-DT,213930
SV2A,14526
LINC02505,223424
GUSBP18,42521
SLC2A9-AS1,67030
TMBIM1,18389
GUSBP1,437711
SF3B4,4486
PON2,30467
FAM174A,51403
LINC02481,12737
GREP1,14039
MIR4686,75
ASCL2,2090
C11orf21,7421
FCGR1A,9004
SERPINI2,37058
SALL4P1,1927
ACTBL2,2793
TSPAN32,16207
LNCBRM,55602
RPL34P6,344
GPR25,1197
RNU6-704P,102
NTHL1,8051
RPL17P18,554
IQCG,71065
KIF21B,54324
ARAP3,28829
LRRC37A16P,26691
EFNA2,15558
RPL26P26,433
FAM110B,209756
ADAMTSL5,8582
KRAS,45690
USP32P2,6389
DEFB108E,4350
PYY2,4420
PPY2P,720
ZNF705CP,3255
ZNF286B,23799
TBC1D27P,8509
OR1D4,938
TBC1D3P2,10950
FAM90A25P,3010
ENPP7P6,63265
SLC15A4,30764
IDO1,26515
OR3A4P,905
KRT42P,40291
PDXDC2P-NPIPB14P,89651
UBBP4,114492
RNU6-858P,106
LRRC37A11P,25948
RPL35A,6420
ZNF614,17475
NOS2P1,14378
RNU1-82P,164
RNU6-878P,109
DGKZ,47649
GLT1D1,131541
USP32P1,6384
REPIN1-AS1,9932
ZNF432,64360
UNC93B2,4345
KRT16P6,4350
KRT16P2,2754
ALG1L5P,7031
KRT17P1,4920
MIR6513,63
MIR6810,69
RPL19P5,497
MIR26B,76
KRT17P4,4056
VIL1,34174
RNU6-621P,108
TUBB8P8,1057
OR7E39P,374
RNU6-860P,103
AOC4P,8324
CICP6,2813
SEPTIN14P3,182
HTT-AS,28485
LMLN,83520
OR7E136P,1014
ZNF841,31300
H2AZ1-DT,245093
RPL23P8,427
DPY19L1P1,180838
FUS,16825
CCDC144NL,120855
EFR3A,109549
ZNF616,26847
CCDC144BP,83292
LINC02492,139882
AK3P6,929
TRIM16L,38152
NLRP9P1,3327
TMEM132D-AS2,4061
KRT223P,2898
RPL37P23,293
NOP2,11828
ZNF836,17779
USP32P3,6419
PCDH1,26156
NOS2P3,5745
KRT16P3,10845
MIR6801,78
GOLGA8S,13593
ZNF766,26459
KRT17P6,4919
FAM218A,2176
KRT17P7,4226
LRRC37A17P,37376
LINC00674,12619
PNKD,77142
RNU6-381P,107
NPLOC4,91578
FGF10,89459
MIR643,96
ZNF480,28753
GORASP1,13147
METTL14-DT,23525
FAM86LP,7919
FGF10-AS1,25257
RN7SL383P,293
MRPS30,11481
TMEM9,36802
ZNF610,31535
VN1R31P,729
ING2-DT,43375
OC90,35166
SLIT3-AS1,24771
ZNF880,15878
MIR4453HG,3003
VN1R32P,904
SEPTIN7P4,6731
B3GALT1,581044
RNU7-148P,61
CTAGE14P,2402
UTP23,82958
ZNF528,20563
DAPK2,164997
RN7SL454P,242
SCAT1,26922
NPIPA9,21245
LINC02273,19700
RAD21-AS1,2444
MIR3610,72
AARD,6280
LINC03075,24927
RN7SL303P,250
RHOBTB2,33092
DPPA5P1,339
ZNF534,23167
PAK6,60059
PSMD12,28689
IGFN1,38128
PHKG1P1,1210
DGAT2L7P,1717
NCOR1P3,10310
GTF2IP5,28447
PPP2R1A,58582
ELMOD3,37358
RPSAP46,881
RN7SL756P,267
MIR548D2,96
MIR548AA2,96
TNFRSF10B,48898
CACNB1,24249
NEDD8P1,243
SENP5,66858
OR7E7P,1011
SAMD13,91591
LINC02433,3684
CD3G,10817
RNA5SP75,110
MALINC1,43403
LINC02276,8433
RPL13AP11,561
LINC02500,4706
MELTF,49245
OR7E38P,984
TMEM81,1331
MTR,126018
C2CD4A,3940
LINC02508,64806
NPM1P47,855
C2CD4B,1750
MIR8067,76
MIR1272,128
PIF1,10036
CDC26P1,257
CASP1,9853
CHILL1,3111
MRPL42P4,442
FAM151B-DT,76870
SRSF8CP,881
TNFRSF10C,14524
CAPZA1P4,999
RPL7AP43,793
ZNF302,8758
RNU6-1304P,105
SRP9,12655
PP12613,4225
MTCYBP24,1105
PIGS,18411
TNFRSF10D,28439
SEPTIN7-DT,85201
LINC02480,3158
LSM6P2,176
NCKAP5L,37604
LEFTY3P,300
PLEKHO2,26119
DLG1,256770
TMEM63A,36844
TNFRSF10A,34650
BCDIN3D,7063
RPL35AP28,330
FAIM2,37321
ANKDD1A,46789
CLPB,149185
LINC02377,212108
TNFRSF10A-AS1,1396
RPL23AP55,451
CHMP7,18363
ZNF599,15156
AQP2,8141
GOLGA8K,13693
AQP5,3810
CAPG,23679
LEFTY1,25100
BNIP3P9,552
AQP6,9945
ZNF253,28792
HHLA1,49679
FTLP20,993
BNIP3P10,576
MIR6741,62
BNIP3P47,878
ASB9P1,792
LEFTY2,4785
MIR3175,76
ZFP30,78588
RACGAP1,56213
LINC02562,45600
RGMA,53940
MIR6893,68
TONSL-AS1,2296
GTF2IP23,2273
KIFC2,8159
NDUFA3P3,249
EPHX1,35439
LINC01438,13835
CCT4P1,1848
YBX2P2,1020
ZNF577,86134
BNIP2,30193
RASA4DP,8633
LINC02201,113027
GUSBP12,2772
FOXH1,2437
RPSAP73,329
SRM,5436
PPP1R16A,24152
IL6ST-DT,8511
RPL12P10,497
MIR6787,60
CSNK1D,34677
SNHG26,59916
LINC02102,21390
NXPE2,28542
HDDC3,5228
NXPE1,40947
EXOSC10,33251
SNHG27,66338
LINC01950,195855
CLMAT3,48530
UNC45A,23913
ARL2-SNX15,26388
MIR6806,63
A1BG,8314
MAPK10-AS1,102014
SNX15,13133
MAT2A,6113
PMS2P12,1799
LINC02513,98150
TCAF1P1,6800
TTC4P1,1157
DPY19L1P2,25813
MGC32805,42711
GPT,4201
ZNF497,8491
VAMP8,20469
RNA5SP473,124
ZNF837,13412
MIR4458HG,36229
VAMP5,8975
RPS5,8406
RNF181,1983
SAC3D1,3927
ARHGEF34P,14521
RNU6-537P,102
ASIC1,26063
SYF2,10226
CBX4,6284
NAALADL1,13735
FKBP6P1,1913
TEDC2-AS1,3263
TMEM150A,4649
QPRT,35420
MFSD3,2143
LINC03067,16875
TBC1D16,103529
PMS2P7,15562
PMS2P8,11875
PMS2P14,11824
PMS2P6,11732
PMS2P5,3719
MIR4754,88
RNF225,1423
LINC02560,458
ZNF584,30232
ADAMTS19-AS1,114992
RSRP1,95964
RCCD1,8244
ITGAL-AS1,788
RECQL4,6557
LINCADL,4764
TP53TG3E,2639
ZNF132,7339
TP53TG3B,2637
ZNF132-DT,5401
USP39,46427
ZNF324B,6222
CCNYL3,44149
PRC1,29589
CLUHP11,16849
NAMPTP3,223
VPS35P1,14333
SMARCD1,15507
RNF213,137942
VN1R68P,718
ZNF324,8380
VN1R69P,561
LINC02484,216330
UBE2MP1,549
SLC25A1P4,777
LINC02501,52409
ZNF446,7213
RARRES2P5,465
FGFR3P5,3572
LNX1-AS2,12487
AGGF1P8,999
RARRES2P9,468
AGGF1P9,912
C2orf69P4,540
FRG2GP,942
AGGF1P4,800
RARRES2P7,468
C2orf69P3,1119
LINC02236,67235
ZNF971P,1248
CDCA5,17864
FRG2DP,822
RARRES2P10,459
AGGF1P6,975
C2orf69P2,1122
RHD,58052
SLC27A5,32901
TP53TG3HP,345
LINC02434,32256
RARRES2P8,366
AGGF1P7,912
C2orf69P1,1092
C1QL1P1,660
KIF18BP1,8493
LRRC14,7180
GPD1,7331
RNA5SP406,111
RNA5SP407,109
ZFPL1,4188
RNA5SP408,99
RNA5SP409,108
LINC02167,13247
RNU6-1337P,94
RN7SL693P,278
RNA5SP410,105
RNA5SP411,113
RNA5SP412,122
RNA5SP413,108
ZBTB45,25381
RNA5SP414,135
RNA5SP415,114
RNA5SP416,110
RNA5SP417,107
VPS33B,23930
